-39.3039 -0.405195 -49.6364 -0.405195 -44.3688 -2.22857 -44.1662 2.43117 -45.1792 -6.48312 -44.1662 5.67273 -37.6831 -0.607792 -33.44 -10.5406 -33.3643 10.2704 -17.6275 -23.7545 -17.6551 23.6074 -22.496 1.90682 
-9.31948 -26.9455 -49.9245 -2.76797 -19.2468 -17.8286 -18.3044 -2.57166 -18.2338 -26.7429 -17.8831 7.37857 -14.1818 -11.3455 -10.8432 -23.7361 -5.50736 1.70966 4.65974 -31.4026 4.86977 19.8368 6.75767 -11.1768 
-1.41818 -25.7299 -49.916 -2.56167 -11.4567 -18.9899 -11.6137 -5.80684 -10.5151 -25.8954 -11.1096 8.39575 -7.21932 -12.3984 -3.01992 -23.4979 2.1657 1.58105 8.71169 -31.8078 7.62875 19.4106 10.9403 -11.7506 
-51.0911 15.1648 -50.73 5.50628 -45.9417 2.90291 -46.9515 6.94175 -49.0971 -2.39806 -48.5074 10.8356 -42.0471 5.4436 -38.7726 -3.8229 -39.7794 15.0914 -25.0599 -18.9726 -21.7014 24.6487 -24.5507 3.95142 
-47.6104 -18.0312 -49.9434 -6.04669 -46.3204 -8.58252 -46.9793 -3.3084 -46.7429 -13.9913 -46.0969 3.68334 -41.2718 -6.68932 -40.6408 -15.1456 -36.0902 5.75198 -20.2132 -29.281 -20.5188 19.2028 -21.9718 -5.13641 
-54.5 36 -50.233 7.69903 -44.5534 3.40777 -45.6636 7.9872 -48.5922 -2.27184 -48.0874 17.9223 -40.2621 7.06796 -36.9806 -0.883495 -43.6351 20.6844 -22.9646 -12.8523 -21.2317 26.4623 -22.4948 5.40545 
-49.8544 12.4951 -50.3914 6.34526 -45.3107 0.631068 -46.8252 4.79612 -48.0874 -4.29126 -48.0686 10.4943 -41.8511 4.65079 -38.7079 -3.91766 -40.5891 12.4832 -22.1302 -20.2611 -21.5637 24.7823 -24.5665 3.02744 
-54.5 -36 -50.5263 -6.84211 -46.3158 -10.3947 -46.1842 -5.39474 -48.7184 -21.835 -48.1877 0.110379 -41.8421 -10 -43.48 -20.7208 -36.4757 6.68932 -21.1746 -26.4707 -22.9174 12.8644 -22.5302 -5.44587 
-25.6214 10.0971 -49.856 4.80962 -33.4211 0.789474 -32.1845 8.58252 -31.1842 -7.5 -30.4738 15.3705 -27.6759 5.99399 -22.1018 -6.271 -23.0061 14.1533 -8.58826 -22.4794 -7.27348 26.5732 -12.4757 5.15596 
-31.4026 -26.7429 -49.9292 -3.25967 -38.6842 -13.2895 -40.1316 -6.05263 -36.2649 -22.8935 -39.7368 1.71053 -31.6052 -11.1429 -29.3279 -22.215 -24.316 3.32785 -14.7896 -29.7818 -7.78514 20.393 -11.2118 -9.90885 
-31.4026 0.202597 -49.839 0 -41.0893 -2.12963 -41.3399 2.88126 -38.3333 -6.26362 -38.4586 8.01743 -34.0741 -0.250545 -27.5452 -12.5809 -27.546 12.6984 -13.6894 -24.8586 -13.6363 24.8969 -18.3312 1.03552 
-47.813 17.4234 -49.9269 4.92758 -44.4717 1.75381 -46.6117 7.06237 -46.2195 -4.15644 -46.8402 14.0789 -41.1273 4.86234 -35.9033 -5.99388 -39.3489 16.4856 -21.7631 -19.1998 -21.6828 28.9114 -22.7552 4.73443 
-49.0286 -30.9974 -49.839 -6.28052 -45.8497 -8.39325 -44.9728 -3.13181 -45.9896 -19.4494 -48.4208 1.82338 -40.9641 -7.2658 -41.1273 -19.0442 -40.6382 4.51725 -18.9395 -25.8536 -28.9364 21.4596 -18.9936 -5.36415 
-40.2621 -13.3786 -50.3157 -5.83046 -44.9728 -7.51634 -44.2211 -2.63072 -44.2211 -12.6525 -43.3442 3.00654 -39.5861 -5.51198 -36.0784 -14.1558 -33.1831 3.48561 -16.2097 -25.9386 -17.086 20.7775 -19.9895 -4.85282 
-37.8641 24.233 -50.2839 6.01743 -42.0915 4.63508 -42.9684 9.14488 -41.0893 -2.75599 -40.8084 19.6045 -37.8322 8.39325 -30.9223 -0.504854 -32.7586 19.1095 -16.2407 -18.1287 -13.8622 27.6727 -16.3027 7.63392 
-50.2213 -21.0302 -50.6117 -5.67961 -46.8519 -7.2658 -45.5263 -3.55263 -48.0177 -14.2816 -47.1053 2.36842 -42.2168 -7.64161 -41.7767 -15.7767 -37.1068 3.02913 -20.7116 -25.7539 -25.0393 18.0426 -23.2575 -5.50547 
-40.1143 -27.1481 -50.1551 -4.30265 -45.4739 -9.77124 -44.5969 -5.38671 -42.6158 -20.3335 -42.1822 1.39929 -40.0871 -8.89434 -33.989 -19.6344 -33.3191 3.33502 -15.6433 -26.3283 -22.0364 20.7691 -17.5637 -7.71335 
-31.7105 -24.4737 -50.3567 -5.85332 -39.3355 -12.402 -39.2105 -4.86842 -36.5795 -21.0458 -37.2368 4.47368 -32.6961 -10.7734 -28.923 -18.2877 -25.5466 0.504221 -10.5163 -28.3404 -12.8013 18.5105 -12.961 -8.35517 
-21.3301 25.6214 -50.1332 5.75032 -27.9904 6.2201 -27.6112 17.7453 -25.2632 -7.10526 -26.2488 25.6268 -22.8021 12.1792 -17.863 -1.07933 -19.7677 20.2787 -6.26124 -19.0713 -1.84525 29.389 -5.71362 9.55747 
