0 0 -50 0 -20 -8 -20 8 -18 -18 -18 18 -15 0 0 -12 0 12 10 -22 10 22 10 0 
54.5 -36 -48.7156 2.89254 -0.930417 -11.9404 -1.39563 -0.620278 9.76938 -22.175 -0.310139 10.8549 31.6342 -14.5765 45.9006 -26.9821 44.9702 -13.336 54.5 -34.8907 54.5 -8.99404 54.5 -21.2445 
54.5 36 -48.7156 -2.89254 -1.39563 0.620278 -0.930417 11.9404 -0.310139 -10.8549 9.76938 22.175 31.6342 14.5765 44.9702 13.336 45.9006 26.9821 54.5 8.99404 54.5 34.8907 54.5 21.2445 
54.5 0 -53 1.52604 1.86083 -5.5825 2.48111 6.51292 3.93364 -17.7965 3.93364 17.7965 29.9284 -0.15507 42.7227 -9.58894 42.7227 9.58894 54.5 -15.9722 54.5 14.7316 54.5 -0.15507 
27.7575 -36 -53 2.22085 0.310139 -17.6779 -0.620278 -2.94632 9.76938 -30.0835 0.15507 9.30417 20.004 -16.4374 27.4473 -29.6183 22.4851 -0.775348 41.7137 -29.7734 34.7356 5.5825 37.837 -11.0099 
27.7575 36 -53 -2.22085 -0.620278 2.94632 0.310139 17.6779 0.15507 -9.30417 9.76938 30.0835 20.004 16.4374 22.4851 0.775348 27.4473 29.6183 34.7356 -5.5825 41.7137 29.7734 37.837 11.0099 
0.620278 -36 -53 2.33993 -10.5447 -19.5388 -11.6302 -5.89264 -7.90855 -30.8588 -9.92445 8.52883 -0.0266476 -12.0517 3.87674 -24.3459 -0.310139 0.15507 16.7475 -30.3936 9.76938 11.4751 13.336 -11.3201 
0.620278 36 -53 -2.33993 -11.6302 5.89264 -10.5447 19.5388 -9.92445 -8.52883 -7.90855 30.8588 -0.0266476 12.0517 -0.310139 -0.15507 3.87674 24.3459 9.76938 -11.4751 16.7475 30.3936 13.336 11.3201 
-21.0895 -36 -53 2.39124 -25.7416 -20.004 -25.1213 -6.66799 -24.8111 -31.7893 -24.0358 5.73757 -15.9722 -13.9563 -15.6123 -27.0409 -12.5606 0 -2.32604 -30.8588 -3.41153 14.7316 -2.0159 -13.9563 
-21.0895 36 -53 -2.39124 -25.1213 6.66799 -25.7416 20.004 -24.0358 -5.73757 -24.8111 31.7893 -15.9722 13.9563 -12.5606 -0 -15.6123 27.0409 -3.41153 -14.7316 -2.32604 30.8588 -2.0159 13.9563 
-54.5 -36 -53 2.46441 -46.6759 -22.0199 -43.4195 -8.99404 -53.6541 -33.1849 -40.7833 3.5666 -38.3022 -16.5924 -36.7515 -26.3618 -34.1153 -3.87674 -23.2604 -30.3936 -20.6243 11.165 -22.6402 -13.8012 
-54.5 36 -53 -2.46441 -43.4195 8.99404 -46.6759 22.0199 -40.7833 -3.5666 -53.6541 33.1849 -38.3022 16.5924 -34.1153 3.87674 -36.7515 26.3618 -20.6243 -11.165 -23.2604 30.3936 -22.6402 13.8012 
20.159 0 -52.8197 1.65512 -1.5507 -6.51292 -0.930417 6.51292 3.10139 -17.0577 1.70577 16.4374 11.9404 -0.15507 18.4156 -13.0068 18.4156 13.0068 31.9443 -14.2664 31.4791 13.9563 32.2545 0 
-36.4414 0 -52.9266 1.75186 -36.4039 -7.18591 -36.4039 7.18591 -31.6342 -19.5388 -30.3936 17.3678 -35.5663 -0.746008 -23.1054 -12.0954 -22.6402 9.14911 -11.6302 -22.175 -9.61431 21.5547 -10.8549 -1.24056 
-54.4294 0 -51.4831 0.310139 -54.5 -3.72167 -54.5 2.48111 -54.5 -13.336 -54.5 14.5765 -43.2684 -0.903419 -39.2326 -10.5447 -38.9225 10.5447 -21.7228 -20.4936 -21.3996 20.4692 -21.8648 1.39563 
